Animal,Symptom 2,Temperature,Symptom 3,Age,Symptom 1,Disease
buffalo,blisters on gums,101.1,loss of appetite,6.0,difficulty walking,foot and mouth
cow,painless lumps,103.2,depression,6.0,loss of appetite,pneumonia
buffalo,chest discomfort,100.7,fatigue,1.0,shortness of breath,anthrax
cow,lameness,104.5,swelling in limb,1.0,depression,blackleg
goat,loss of appetite,102.1,lameness,6.0,swelling in limb,blackleg
goat,depression,103.2,loss of appetite,2.0,swelling in limb,blackleg
cow,shortness of breath,103.2,swelling in neck,13.0,fatigue,anthrax
cow,difficulty walking,101.5,depression,4.0,swelling in limb,blackleg
buffalo,loss of appetite,104.7,depression,9.0,crackling sound,blackleg
buffalo,loss of appetite,102.6,depression,15.0,painless lumps,lumpy virus
sheep,chest discomfort,104.0,shortness of breath,4.0,chills,anthrax
buffalo,loss of appetite,104.2,difficulty walking,2.0,sores on mouth,foot and mouth
cow,loss of appetite,102.9,painless lumps,6.0,depression,pneumonia
sheep,loss of appetite,102.7,depression,6.0,painless lumps,lumpy virus
sheep,loss of appetite,102.9,difficulty walking,8.0,blisters on gums,foot and mouth
sheep,chills,102.8,chest discomfort,3.0,fatigue,anthrax
cow,sores on tongue,104.1,lameness,12.0,loss of appetite,foot and mouth
goat,depression,101.2,painless lumps,8.0,loss of appetite,lumpy virus
buffalo,loss of appetite,102.0,depression,4.0,painless lumps,lumpy virus
sheep,difficulty walking,103.0,blisters on hooves,2.0,loss of appetite,foot and mouth
goat,lameness,104.1,blisters on mouth,5.0,loss of appetite,foot and mouth
sheep,chills,104.3,shortness of breath,7.0,sweats,anthrax
goat,depression,101.3,loss of appetite,2.0,painless lumps,pneumonia
goat,swelling in muscle,102.5,depression,9.0,crackling sound,blackleg
buffalo,painless lumps,102.2,depression,11.0,loss of appetite,lumpy virus
goat,painless lumps,103.0,loss of appetite,6.0,depression,lumpy virus
cow,chest discomfort,101.8,shortness of breath,14.0,swelling in extremities,anthrax
buffalo,loss of appetite,103.8,depression,10.0,painless lumps,lumpy virus
buffalo,painless lumps,101.0,depression,2.0,loss of appetite,pneumonia
sheep,fatigue,103.7,sweats,1.0,shortness of breath,anthrax
buffalo,blisters on gums,102.1,loss of appetite,7.0,lameness,foot and mouth
buffalo,difficulty walking,100.4,sores on hooves,3.0,loss of appetite,foot and mouth
goat,chills,102.7,chest discomfort,7.0,sweats,anthrax
sheep,painless lumps,104.6,depression,7.0,loss of appetite,pneumonia
sheep,lameness,101.8,depression,8.0,loss of appetite,blackleg
sheep,lameness,104.7,depression,8.0,crackling sound,blackleg
buffalo,loss of appetite,104.2,painless lumps,7.0,depression,lumpy virus
sheep,depression,102.0,loss of appetite,2.0,painless lumps,pneumonia
cow,loss of appetite,100.2,painless lumps,13.0,depression,lumpy virus
buffalo,loss of appetite,102.1,depression,5.0,painless lumps,pneumonia
sheep,painless lumps,101.9,loss of appetite,10.0,depression,lumpy virus
buffalo,depression,100.8,painless lumps,13.0,loss of appetite,pneumonia
sheep,crackling sound,100.3,loss of appetite,8.0,depression,blackleg
sheep,loss of appetite,103.1,depression,7.0,lameness,blackleg
buffalo,loss of appetite,101.2,depression,13.0,difficulty walking,blackleg
goat,depression,102.4,loss of appetite,8.0,lameness,blackleg
goat,loss of appetite,103.6,depression,9.0,painless lumps,lumpy virus
sheep,depression,101.0,loss of appetite,1.0,swelling in limb,blackleg
goat,blisters on hooves,103.0,loss of appetite,5.0,lameness,foot and mouth
sheep,depression,102.8,loss of appetite,6.0,painless lumps,lumpy virus
cow,depression,100.9,painless lumps,12.0,loss of appetite,lumpy virus
cow,shortness of breath,102.3,fatigue,3.0,chills,anthrax
buffalo,loss of appetite,101.9,sores on tongue,14.0,difficulty walking,foot and mouth
buffalo,lameness,101.9,loss of appetite,9.0,sores on tongue,foot and mouth
sheep,loss of appetite,104.4,depression,9.0,lameness,blackleg
buffalo,depression,103.6,painless lumps,9.0,loss of appetite,lumpy virus
goat,swelling in neck,103.9,sweats,7.0,fatigue,anthrax
goat,difficulty walking,101.6,loss of appetite,6.0,sores on mouth,foot and mouth
buffalo,sores on hooves,103.1,loss of appetite,8.0,difficulty walking,foot and mouth
buffalo,sweats,102.1,swelling in neck,3.0,chills,anthrax
sheep,chills,102.9,swelling in abdomen,5.0,fatigue,anthrax
cow,sweats,102.5,chest discomfort,3.0,fatigue,anthrax
cow,loss of appetite,104.7,painless lumps,6.0,depression,pneumonia
buffalo,difficulty walking,100.7,blisters on mouth,11.0,loss of appetite,foot and mouth
goat,swelling in muscle,101.4,loss of appetite,6.0,crackling sound,blackleg
cow,shortness of breath,104.9,sweats,12.0,swelling in neck,anthrax
cow,loss of appetite,104.5,difficulty walking,5.0,sores on tongue,foot and mouth
buffalo,depression,105.0,painless lumps,14.0,loss of appetite,lumpy virus
cow,depression,104.9,loss of appetite,6.0,painless lumps,pneumonia
buffalo,loss of appetite,102.5,swelling in limb,5.0,crackling sound,blackleg
cow,lameness,102.3,loss of appetite,7.0,blisters on mouth,foot and mouth
sheep,depression,100.0,painless lumps,1.0,loss of appetite,pneumonia
goat,shortness of breath,103.8,swelling in extremities,9.0,fatigue,anthrax
goat,chest discomfort,104.1,fatigue,9.0,swelling in abdomen,anthrax
goat,chest discomfort,104.9,swelling in abdomen,3.0,sweats,anthrax
goat,loss of appetite,101.3,swelling in muscle,2.0,crackling sound,blackleg
sheep,depression,101.0,painless lumps,1.0,loss of appetite,lumpy virus
sheep,loss of appetite,101.1,painless lumps,9.0,depression,lumpy virus
cow,swelling in limb,100.6,crackling sound,9.0,depression,blackleg
buffalo,loss of appetite,101.6,depression,2.0,painless lumps,pneumonia
goat,fatigue,101.8,swelling in abdomen,2.0,sweats,anthrax
buffalo,sweats,104.4,swelling in extremities,4.0,fatigue,anthrax
buffalo,blisters on gums,101.4,loss of appetite,10.0,lameness,foot and mouth
sheep,depression,100.1,painless lumps,6.0,loss of appetite,lumpy virus
buffalo,blisters on hooves,102.4,lameness,6.0,loss of appetite,foot and mouth
sheep,chills,102.8,chest discomfort,6.0,swelling in neck,anthrax
cow,blisters on tongue,102.0,loss of appetite,2.0,difficulty walking,foot and mouth
cow,blisters on mouth,101.6,difficulty walking,8.0,loss of appetite,foot and mouth
buffalo,loss of appetite,101.6,blisters on tongue,3.0,lameness,foot and mouth
buffalo,painless lumps,100.4,depression,11.0,loss of appetite,lumpy virus
goat,loss of appetite,104.1,depression,10.0,painless lumps,lumpy virus
goat,loss of appetite,101.8,painless lumps,6.0,depression,lumpy virus
buffalo,loss of appetite,100.5,painless lumps,9.0,depression,pneumonia
sheep,loss of appetite,101.4,depression,1.0,painless lumps,lumpy virus
goat,crackling sound,104.1,depression,5.0,difficulty walking,blackleg
goat,sores on gums,102.7,lameness,5.0,loss of appetite,foot and mouth
sheep,chills,101.3,sweats,7.0,chest discomfort,anthrax
cow,crackling sound,103.4,loss of appetite,4.0,swelling in limb,blackleg
cow,lameness,101.8,loss of appetite,4.0,swelling in muscle,blackleg
buffalo,painless lumps,103.0,loss of appetite,14.0,depression,lumpy virus
goat,swelling in abdomen,100.9,sweats,10.0,shortness of breath,anthrax
cow,swelling in muscle,104.7,depression,6.0,crackling sound,blackleg
cow,depression,103.2,difficulty walking,6.0,swelling in limb,blackleg
goat,sores on mouth,103.7,difficulty walking,3.0,loss of appetite,foot and mouth
buffalo,depression,104.8,lameness,6.0,crackling sound,blackleg
goat,sweats,102.9,chills,4.0,shortness of breath,anthrax
sheep,shortness of breath,103.1,fatigue,7.0,chest discomfort,anthrax
goat,chills,103.6,sweats,7.0,fatigue,anthrax
sheep,crackling sound,100.7,depression,9.0,swelling in muscle,blackleg
buffalo,painless lumps,100.2,depression,14.0,loss of appetite,lumpy virus
sheep,loss of appetite,102.2,painless lumps,2.0,depression,pneumonia
goat,shortness of breath,102.2,chills,6.0,chest discomfort,anthrax
cow,painless lumps,103.5,loss of appetite,3.0,depression,pneumonia
goat,loss of appetite,101.8,difficulty walking,1.0,sores on tongue,foot and mouth
sheep,loss of appetite,102.9,sores on mouth,10.0,lameness,foot and mouth
goat,chills,101.9,chest discomfort,9.0,swelling in neck,anthrax
goat,difficulty walking,104.1,loss of appetite,1.0,depression,blackleg
goat,chills,104.8,shortness of breath,2.0,fatigue,anthrax
sheep,loss of appetite,103.4,depression,9.0,swelling in muscle,blackleg
buffalo,depression,102.5,painless lumps,12.0,loss of appetite,lumpy virus
buffalo,loss of appetite,101.2,lameness,13.0,sores on gums,foot and mouth
buffalo,crackling sound,103.8,loss of appetite,2.0,swelling in limb,blackleg
buffalo,fatigue,100.6,chest discomfort,4.0,shortness of breath,anthrax
goat,painless lumps,104.3,depression,5.0,loss of appetite,pneumonia
goat,depression,103.6,painless lumps,4.0,loss of appetite,lumpy virus
buffalo,swelling in muscle,104.5,loss of appetite,8.0,crackling sound,blackleg
sheep,shortness of breath,102.5,fatigue,5.0,chills,anthrax
goat,lameness,102.6,loss of appetite,2.0,blisters on hooves,foot and mouth
cow,chest discomfort,100.9,chills,11.0,shortness of breath,anthrax
sheep,difficulty walking,102.7,sores on mouth,2.0,loss of appetite,foot and mouth
goat,chills,101.8,fatigue,6.0,shortness of breath,anthrax
buffalo,difficulty walking,104.3,loss of appetite,3.0,depression,blackleg
cow,chills,101.0,swelling in abdomen,10.0,chest discomfort,anthrax
buffalo,painless lumps,102.8,loss of appetite,1.0,depression,pneumonia
cow,sores on hooves,103.2,loss of appetite,8.0,difficulty walking,foot and mouth
buffalo,depression,102.0,loss of appetite,13.0,painless lumps,pneumonia
buffalo,loss of appetite,101.9,blisters on tongue,1.0,lameness,foot and mouth
buffalo,depression,101.1,painless lumps,14.0,loss of appetite,lumpy virus
sheep,depression,103.8,swelling in muscle,1.0,crackling sound,blackleg
buffalo,painless lumps,103.6,depression,1.0,loss of appetite,pneumonia
goat,sweats,101.3,chest discomfort,5.0,shortness of breath,anthrax
cow,difficulty walking,104.1,sores on gums,13.0,loss of appetite,foot and mouth
cow,depression,102.3,loss of appetite,9.0,painless lumps,lumpy virus
buffalo,loss of appetite,102.2,depression,14.0,painless lumps,pneumonia
cow,blisters on gums,104.2,loss of appetite,6.0,difficulty walking,foot and mouth
goat,painless lumps,102.5,loss of appetite,2.0,depression,pneumonia
buffalo,shortness of breath,102.2,chills,13.0,chest discomfort,anthrax
cow,swelling in limb,102.3,lameness,7.0,depression,blackleg
buffalo,loss of appetite,100.4,depression,15.0,painless lumps,pneumonia
sheep,depression,101.3,painless lumps,4.0,loss of appetite,pneumonia
buffalo,loss of appetite,101.8,lameness,7.0,sores on mouth,foot and mouth
sheep,sores on tongue,102.7,lameness,6.0,loss of appetite,foot and mouth
cow,chest discomfort,101.1,sweats,9.0,swelling in neck,anthrax
goat,loss of appetite,102.8,painless lumps,8.0,depression,pneumonia
goat,painless lumps,103.9,depression,10.0,loss of appetite,pneumonia
buffalo,depression,100.1,difficulty walking,12.0,crackling sound,blackleg
buffalo,loss of appetite,101.0,painless lumps,3.0,depression,lumpy virus
sheep,swelling in limb,101.9,crackling sound,7.0,depression,blackleg
goat,shortness of breath,102.7,chest discomfort,3.0,sweats,anthrax
buffalo,chills,102.2,swelling in extremities,11.0,fatigue,anthrax
cow,painless lumps,103.8,depression,11.0,loss of appetite,lumpy virus
cow,shortness of breath,101.7,fatigue,11.0,chest discomfort,anthrax
sheep,loss of appetite,102.7,depression,1.0,painless lumps,lumpy virus
cow,swelling in neck,102.2,chills,9.0,fatigue,anthrax
buffalo,lameness,100.8,blisters on hooves,12.0,loss of appetite,foot and mouth
buffalo,loss of appetite,102.3,painless lumps,5.0,depression,lumpy virus
goat,painless lumps,104.0,depression,6.0,loss of appetite,pneumonia
buffalo,chills,100.8,shortness of breath,3.0,fatigue,anthrax
sheep,lameness,104.7,swelling in limb,1.0,depression,blackleg
sheep,swelling in muscle,100.4,depression,1.0,lameness,blackleg
cow,sores on tongue,100.3,lameness,10.0,loss of appetite,foot and mouth
cow,sores on hooves,104.1,loss of appetite,7.0,lameness,foot and mouth
goat,loss of appetite,101.5,difficulty walking,9.0,swelling in limb,blackleg
cow,fatigue,103.3,swelling in extremities,5.0,chest discomfort,anthrax
buffalo,difficulty walking,101.2,loss of appetite,14.0,crackling sound,blackleg
sheep,depression,102.3,lameness,3.0,crackling sound,blackleg
goat,blisters on mouth,102.6,loss of appetite,8.0,difficulty walking,foot and mouth
sheep,sweats,101.3,chest discomfort,6.0,chills,anthrax
sheep,loss of appetite,103.0,difficulty walking,9.0,swelling in muscle,blackleg
buffalo,sweats,102.9,shortness of breath,1.0,chest discomfort,anthrax
buffalo,loss of appetite,101.4,difficulty walking,2.0,blisters on gums,foot and mouth
sheep,chills,101.9,fatigue,9.0,sweats,anthrax
goat,loss of appetite,102.7,difficulty walking,3.0,blisters on hooves,foot and mouth
sheep,depression,103.4,painless lumps,1.0,loss of appetite,lumpy virus
sheep,loss of appetite,103.1,crackling sound,6.0,swelling in muscle,blackleg
sheep,depression,102.1,painless lumps,1.0,loss of appetite,lumpy virus
cow,painless lumps,104.9,loss of appetite,8.0,depression,lumpy virus
buffalo,difficulty walking,100.1,loss of appetite,15.0,depression,blackleg
buffalo,sores on hooves,100.5,loss of appetite,14.0,lameness,foot and mouth
goat,swelling in neck,101.6,chills,7.0,fatigue,anthrax
sheep,painless lumps,101.9,depression,6.0,loss of appetite,lumpy virus
goat,swelling in muscle,101.6,crackling sound,7.0,loss of appetite,blackleg
goat,swelling in limb,100.9,lameness,1.0,depression,blackleg
buffalo,sores on tongue,102.9,loss of appetite,4.0,difficulty walking,foot and mouth
goat,loss of appetite,100.0,difficulty walking,4.0,blisters on gums,foot and mouth
cow,difficulty walking,103.3,blisters on hooves,2.0,loss of appetite,foot and mouth
goat,loss of appetite,100.2,lameness,10.0,blisters on mouth,foot and mouth
goat,painless lumps,103.0,loss of appetite,7.0,depression,lumpy virus
buffalo,loss of appetite,100.2,crackling sound,15.0,depression,blackleg
sheep,loss of appetite,100.1,depression,1.0,painless lumps,lumpy virus
goat,swelling in neck,102.5,fatigue,2.0,chills,anthrax
buffalo,loss of appetite,100.7,blisters on tongue,13.0,difficulty walking,foot and mouth
buffalo,depression,101.7,loss of appetite,4.0,painless lumps,pneumonia
cow,chills,102.2,swelling in neck,6.0,sweats,anthrax
sheep,lameness,100.9,swelling in muscle,5.0,depression,blackleg
goat,difficulty walking,102.7,crackling sound,3.0,loss of appetite,blackleg
goat,depression,104.8,loss of appetite,5.0,painless lumps,pneumonia
sheep,loss of appetite,102.7,difficulty walking,9.0,blisters on mouth,foot and mouth
sheep,loss of appetite,100.2,sores on mouth,8.0,difficulty walking,foot and mouth
sheep,swelling in neck,102.5,sweats,1.0,fatigue,anthrax
cow,painless lumps,102.7,loss of appetite,6.0,depression,pneumonia
cow,depression,100.5,loss of appetite,12.0,painless lumps,pneumonia
buffalo,chills,101.4,swelling in abdomen,6.0,chest discomfort,anthrax
goat,chest discomfort,101.6,shortness of breath,9.0,swelling in neck,anthrax
sheep,difficulty walking,103.3,crackling sound,5.0,depression,blackleg
goat,depression,100.5,loss of appetite,10.0,crackling sound,blackleg
sheep,fatigue,102.7,swelling in extremities,3.0,sweats,anthrax
buffalo,loss of appetite,100.9,blisters on mouth,12.0,difficulty walking,foot and mouth
cow,loss of appetite,102.9,painless lumps,5.0,depression,pneumonia
sheep,painless lumps,104.7,loss of appetite,5.0,depression,lumpy virus
sheep,loss of appetite,104.4,blisters on mouth,10.0,lameness,foot and mouth
buffalo,fatigue,102.6,chills,5.0,sweats,anthrax
buffalo,depression,102.0,crackling sound,3.0,lameness,blackleg
sheep,depression,100.7,painless lumps,2.0,loss of appetite,lumpy virus
buffalo,depression,102.5,swelling in limb,3.0,loss of appetite,blackleg
buffalo,difficulty walking,102.3,sores on gums,1.0,loss of appetite,foot and mouth
sheep,shortness of breath,102.5,chills,6.0,chest discomfort,anthrax
goat,depression,102.7,painless lumps,8.0,loss of appetite,pneumonia
sheep,lameness,101.3,depression,2.0,crackling sound,blackleg
buffalo,crackling sound,103.0,swelling in limb,2.0,depression,blackleg
cow,painless lumps,101.9,loss of appetite,14.0,depression,lumpy virus
goat,blisters on gums,103.2,loss of appetite,10.0,difficulty walking,foot and mouth
sheep,difficulty walking,101.8,sores on hooves,1.0,loss of appetite,foot and mouth
sheep,lameness,103.9,loss of appetite,2.0,sores on gums,foot and mouth
buffalo,swelling in limb,100.1,crackling sound,5.0,loss of appetite,blackleg
sheep,depression,102.3,loss of appetite,1.0,crackling sound,blackleg
buffalo,loss of appetite,100.2,painless lumps,10.0,depression,pneumonia
sheep,difficulty walking,101.6,swelling in limb,7.0,crackling sound,blackleg
goat,loss of appetite,102.7,swelling in muscle,7.0,crackling sound,blackleg
buffalo,loss of appetite,104.0,painless lumps,14.0,depression,lumpy virus
sheep,swelling in muscle,100.8,loss of appetite,7.0,crackling sound,blackleg
buffalo,swelling in muscle,102.1,loss of appetite,2.0,lameness,blackleg
